Number,Steps
9783,7 steps
9784,7 steps
9785,7 steps
9786,3 steps
9787,3 steps
9788,4 steps
9789,3 steps
9790,3 steps
9791,6 steps
9792,5 steps
9793,1 step
9794,7 steps
9795,2 steps
9796,5 steps
9797,6 steps
9798,3 steps
9799,4 steps
9800,3 steps
9801,3 steps
9802,7 steps
9803,7 steps
9804,7 steps
9805,3 steps
9806,3 steps
9807,4 steps
9808,4 steps
9809,4 steps
9810,3 steps
9811,5 steps
9812,2 steps
9813,7 steps
9814,2 steps
9815,5 steps
9816,6 steps
9817,3 steps
9818,6 steps
9819,3 steps
9820,7 steps
9821,2 steps
9822,3 steps
9823,5 steps
9824,3 steps
9825,6 steps
9826,5 steps
9827,3 steps
9828,4 steps
9829,3 steps
9830,7 steps
9831,7 steps
9832,5 steps
9833,5 steps
9834,4 steps
9835,3 steps
9836,1 step
9837,7 steps
9838,6 steps
9839,7 steps
9840,7 steps
9841,2 steps
9842,3 steps
9843,4 steps
9844,5 steps
9845,5 steps
9846,7 steps
9847,7 steps
9848,6 steps
9849,7 steps
9850,3 steps
9851,5 steps
9852,6 steps
9853,3 steps
9854,5 steps
9855,3 steps
9856,2 steps
9857,7 steps
9858,4 steps
9859,7 steps
9860,3 steps
9861,6 steps
9862,5 steps
9863,1 step
9864,7 steps
9865,2 steps
9866,5 steps
9867,3 steps
9868,6 steps
9869,3 steps
9870,4 steps
9871,3 steps
9872,3 steps
9873,7 steps
9874,7 steps
9875,7 steps
9876,3 steps
9877,3 steps
9878,4 steps
9879,3 steps
9880,4 steps
9881,6 steps
9882,4 steps
9883,6 steps
9884,6 steps
9885,4 steps
9886,6 steps
9887,4 steps
9888,5 steps
9889,4 steps
9890,4 steps
9891,3 steps
9892,3 steps
9893,7 steps
9894,7 steps
9895,7 steps
9896,3 steps
9897,3 steps
9898,4 steps
9899,5 steps
9900,4 steps
9901,3 steps
9902,3 steps
9903,7 steps
9904,7 steps
9905,7 steps
9906,3 steps
9907,3 steps
9908,4 steps
9909,4 steps
9910,3 steps
9911,6 steps
9912,5 steps
9913,2 steps
9914,7 steps
9915,2 steps
9916,5 steps
9917,6 steps
9918,3 steps
9919,6 steps
9920,3 steps
9921,5 steps
9922,6 steps
9923,3 steps
9924,5 steps
9925,3 steps
9926,6 steps
9927,5 steps
9928,3 steps
9929,4 steps
9930,7 steps
9931,2 steps
9932,3 steps
9933,4 steps
9934,5 steps
9935,4 steps
9936,3 steps
9937,1 step
9938,7 steps
9939,6 steps
9940,7 steps
9941,7 steps
9942,5 steps
9943,5 steps
9944,5 steps
9945,5 steps
9946,5 steps
9947,7 steps
9948,7 steps
9949,6 steps
9950,7 steps
9951,2 steps
9952,3 steps
9953,4 steps
9954,5 steps
9955,4 steps
9956,3 steps
9957,2 steps
9958,7 steps
9959,4 steps
9960,3 steps
9961,5 steps
9962,6 steps
9963,3 steps
9964,5 steps
9965,3 steps
9966,6 steps
9967,5 steps
9968,3 steps
9969,6 steps
9970,3 steps
9971,6 steps
9972,5 steps
9973,1 step
9974,7 steps
9975,2 steps
9976,5 steps
9977,6 steps
9978,3 steps
9979,4 steps
9980,4 steps
9981,3 steps
9982,3 steps
9983,7 steps
9984,7 steps
9985,7 steps
9986,3 steps
9987,3 steps
9988,4 steps
9989,5 steps
9990,4 steps
9991,6 steps
9992,4 steps
9993,6 steps
9994,6 steps
9995,4 steps
9996,6 steps
9997,4 steps
9998,5 steps
9999,invalid number
